"opp","biopharm","ustwin","patus","patgsgr","year","ncit","ncountry","nclaims"
1,1,1,0,0,1993,2,6,14
1,1,0,1,0,1994,15,5,36
0,0,1,0,1,1992,1,4,4
0,0,1,0,0,1994,1,6,25
0,0,1,0,0,1991,5,3,1
0,0,0,0,1,1991,1,9,3
0,0,1,0,0,1990,2,3,2
0,0,1,0,0,1992,0,3,7
1,1,1,0,1,1992,2,13,13
0,0,1,0,0,1991,0,3,7
0,0,0,1,0,1993,2,3,11
0,0,1,0,1,1991,0,11,5
0,1,0,0,1,1991,0,9,4
0,0,1,1,0,1992,1,13,11
0,0,1,0,0,1992,1,3,5
0,1,0,0,1,1991,3,5,7
0,1,0,1,0,1993,1,13,16
0,0,1,1,0,1990,0,4,3
0,0,1,0,0,1992,1,4,8
0,0,1,0,0,1991,1,3,4
1,1,1,0,0,1991,2,13,7
1,1,1,0,0,1991,2,10,7
1,1,0,0,0,1992,3,10,29
0,0,1,1,0,1994,4,4,8
1,1,1,1,0,1991,0,13,10
0,0,1,0,0,1990,1,5,11
0,0,1,1,0,1993,1,4,5
0,0,1,0,0,1990,2,7,12
0,0,1,0,0,1990,0,5,5
0,1,0,1,0,1990,3,11,3
1,0,1,0,0,1989,2,8,18
0,0,1,0,1,1991,1,4,8
0,0,1,0,0,1990,2,5,6
1,1,0,0,0,1994,1,12,17
0,1,1,1,0,1990,0,10,14
0,1,0,0,0,1990,3,12,13
1,1,1,0,0,1991,1,13,9
0,1,1,0,0,1991,2,12,19
1,0,0,0,1,1993,5,5,4
0,0,1,0,1,1989,0,10,10
0,0,1,0,0,1990,1,5,8
0,0,1,0,1,1991,2,4,6
1,1,0,0,0,1993,1,13,18
0,0,1,0,0,1993,0,6,9
0,0,1,0,0,1990,1,5,10
0,0,1,0,0,1991,1,7,16
0,1,0,0,1,1991,4,13,16
0,0,1,0,1,1990,1,4,10
0,0,1,0,0,1992,1,3,16
0,1,0,1,0,1992,8,11,25
1,1,0,1,0,1993,17,12,18
0,0,1,0,1,1995,2,9,32
1,1,0,1,0,1993,0,13,10
0,0,0,1,0,1992,0,7,1
0,1,1,0,1,1991,10,13,11
0,0,1,0,0,1991,0,3,10
1,1,0,0,1,1993,7,8,15
0,1,1,0,0,1993,8,10,15
1,1,1,0,0,1991,1,13,10
1,0,1,0,0,1990,2,3,6
1,1,1,0,1,1990,0,13,10
1,0,1,0,1,1990,0,7,9
1,1,1,0,0,1991,8,10,11
0,0,1,0,1,1991,0,3,7
1,1,0,0,1,1992,4,13,13
1,0,1,0,0,1990,1,3,8
0,0,1,1,0,1992,2,5,1
1,1,1,1,0,1993,3,11,15
1,0,1,0,0,1990,2,3,6
1,0,1,1,0,1992,1,13,50
1,1,0,0,1,1990,3,12,11
0,1,0,1,0,1989,1,10,9
1,1,0,0,1,1993,2,13,16
1,1,0,1,0,1991,22,11,10
0,1,1,1,0,1991,4,9,9
1,1,0,1,0,1994,14,13,11
1,1,0,0,0,1991,3,4,3
1,1,0,0,1,1993,4,13,10
0,1,1,0,0,1991,1,13,11
0,0,0,0,0,1996,8,13,30
1,1,0,1,0,1994,3,13,41
0,1,1,0,0,1989,3,13,14
0,0,1,0,0,1992,2,4,19
1,1,1,0,1,1993,4,12,14
0,1,1,0,1,1991,1,12,14
1,1,0,1,0,1994,6,11,15
0,0,0,0,0,1992,1,13,9
1,1,1,1,0,1993,5,10,10
0,1,1,0,0,1992,1,13,24
0,0,1,1,0,1992,1,5,8
0,0,1,1,0,1992,1,13,20
0,1,0,0,0,1992,2,3,19
0,1,0,1,0,1992,1,4,11
1,1,0,1,0,1994,12,13,10
1,1,0,0,1,1992,1,11,27
1,0,1,0,0,1992,0,3,12
0,0,1,1,0,1994,1,4,18
1,1,1,0,0,1990,2,13,17
1,1,0,1,0,1993,1,5,52
0,0,1,1,0,1992,0,4,12
1,0,1,1,0,1991,0,3,9
0,1,0,1,0,1991,4,12,16
1,1,1,0,1,1993,1,13,10
1,0,1,0,0,1991,0,5,2
1,1,1,1,0,1990,1,7,16
1,1,0,0,1,1993,14,13,14
1,1,1,1,0,1992,1,13,15
0,0,1,0,0,1990,4,3,10
0,0,1,1,0,1993,0,4,7
0,0,1,1,0,1991,2,10,28
1,1,0,1,0,1993,2,13,16
0,0,1,0,0,1991,3,3,5
0,0,1,1,0,1993,0,3,6
0,1,0,1,0,1993,3,13,30
0,1,1,0,1,1990,2,13,9
0,0,1,1,0,1992,1,3,11
1,1,0,1,0,1991,4,12,17
0,0,1,1,0,1993,1,5,10
0,1,1,0,0,1992,3,13,11
0,0,1,1,0,1994,0,4,18
1,1,0,1,0,1993,3,13,16
1,1,1,0,1,1991,1,10,15
1,1,1,1,0,1992,12,13,27
1,0,1,0,1,1990,2,2,9
0,1,0,1,0,1994,1,13,25
1,1,0,1,0,1992,0,13,31
0,0,1,1,0,1991,0,13,16
0,1,1,0,0,1991,2,9,12
1,1,0,1,0,1991,3,13,13
1,1,0,1,0,1996,10,13,34
0,0,1,0,1,1991,1,13,11
0,0,0,0,0,1992,3,5,24
1,1,0,1,0,1992,3,6,11
0,0,0,0,0,1992,6,3,29
0,0,0,0,0,1991,2,5,10
0,0,0,1,0,1990,7,10,9
0,0,0,0,1,1993,1,13,9
0,0,0,0,0,1993,0,2,15
1,1,0,0,0,1992,3,13,8
1,1,1,0,0,1992,0,8,5
0,1,1,1,0,1992,1,13,7
0,1,1,1,0,1990,0,13,8
0,1,1,1,0,1990,0,13,10
1,1,0,1,0,1993,3,13,16
1,1,0,1,0,1992,0,13,15
0,1,1,0,1,1991,1,12,14
0,1,0,0,0,1990,2,13,25
1,1,1,0,1,1991,4,11,10
0,0,0,0,0,1995,2,3,23
0,1,0,1,0,1993,0,13,28
1,0,1,1,0,1992,1,4,23
0,0,1,0,0,1992,0,3,15
1,1,0,0,1,1994,0,13,19
1,1,0,0,1,1993,3,13,19
0,1,0,1,0,1991,0,13,10
1,1,1,0,1,1994,9,13,12
0,1,0,1,0,1992,0,10,14
0,0,0,1,0,1993,1,4,58
0,0,0,1,0,1992,1,5,18
1,0,0,1,0,1993,6,6,19
0,0,1,1,0,1993,2,5,12
0,1,1,0,0,1992,0,13,11
1,1,1,0,1,1991,2,13,6
1,1,1,1,0,1992,4,13,20
1,1,0,0,1,1991,1,13,10
1,1,1,1,0,1993,4,10,9
1,1,1,0,1,1992,2,10,9
1,0,1,0,1,1994,6,5,6
1,1,0,0,0,1991,1,5,14
1,1,0,1,0,1992,4,13,30
0,1,1,0,1,1991,5,13,6
0,1,1,0,1,1992,0,12,9
1,1,0,1,0,1991,4,13,17
0,0,1,1,0,1991,0,3,8
1,0,0,0,0,1991,3,13,24
1,1,0,0,0,1990,0,13,6
1,1,0,0,0,1989,2,13,42
1,1,0,0,0,1988,7,13,41
0,0,1,0,0,1992,0,3,3
0,1,1,0,0,1991,3,11,12
1,1,0,0,0,1990,0,7,10
1,0,1,1,0,1993,0,1,32
1,0,1,0,0,1990,0,12,5
0,1,1,0,0,1992,1,4,11
0,0,1,0,0,1990,0,13,11
1,0,1,0,0,1989,2,3,7
0,0,1,0,0,1989,0,6,11
1,0,1,1,0,1990,4,13,8
0,0,1,0,0,1991,1,4,12
0,0,1,0,0,1991,1,4,2
1,1,0,0,0,1992,1,5,8
1,0,1,0,0,1990,1,8,1
0,0,0,1,0,1992,3,13,1
1,1,0,0,0,1990,1,13,9
0,0,0,0,0,1991,2,13,12
0,1,0,0,0,1995,5,13,23
0,1,1,0,0,1992,0,13,9
0,1,1,0,0,1992,1,4,6
1,0,1,0,0,1991,4,10,14
1,0,1,0,0,1990,0,9,24
1,1,1,0,0,1991,4,12,7
0,0,1,1,0,1994,4,13,12
1,0,0,1,0,1991,1,5,22
1,0,1,0,0,1990,3,9,4
0,0,1,0,0,1990,2,5,9
1,0,0,0,0,1992,0,4,22
1,0,1,0,0,1991,3,13,13
1,0,1,0,0,1991,3,10,4
1,1,1,0,0,1989,2,11,6
0,0,1,0,0,1992,0,6,11
0,1,1,0,0,1994,2,13,36
0,0,1,0,0,1991,0,5,9
0,0,1,0,0,1991,12,4,9
0,0,1,1,0,1994,0,4,7
1,0,1,0,0,1992,6,13,11
1,1,1,0,1,1991,1,13,10
0,1,1,1,0,1990,2,12,18
1,1,1,0,1,1990,1,11,9
0,1,1,0,0,1991,1,12,6
1,1,0,0,0,1990,4,13,14
0,1,1,0,0,1992,3,12,10
0,1,1,0,0,1992,0,12,9
0,0,0,0,0,1991,1,12,2
1,0,1,0,0,1993,0,4,9
1,1,1,0,0,1991,2,11,4
1,1,1,0,0,1992,7,13,13
1,1,1,0,0,1992,5,13,12
1,1,1,0,0,1992,0,13,11
1,1,0,0,0,1989,0,13,10
1,1,0,1,0,1992,2,13,40
0,1,1,0,0,1992,0,12,8
0,0,0,1,0,1990,0,5,7
1,1,0,1,0,1991,0,11,13
0,1,1,0,1,1990,0,11,38
1,1,0,1,0,1990,0,11,26
1,1,0,1,0,1992,0,11,16
0,0,1,0,1,1989,0,11,13
1,1,1,1,0,1992,0,11,26
0,1,1,0,0,1991,1,11,27
1,1,1,0,1,1990,0,11,6
0,0,0,0,1,1989,0,11,6
0,1,1,1,0,1993,0,11,42
0,0,0,0,1,1992,0,11,12
0,1,0,1,0,1993,0,11,69
1,0,0,0,0,1990,0,3,6
1,1,0,1,0,1993,0,11,27
0,0,1,1,0,1993,0,11,26
1,1,0,1,0,1990,0,11,45
0,1,0,1,0,1993,0,11,17
0,0,0,1,0,1996,0,5,32
0,1,0,1,0,1991,0,11,9
1,1,0,1,0,1993,0,11,9
1,0,0,1,0,1992,0,10,15
0,0,1,1,0,1993,0,7,9
1,1,0,1,0,1992,0,11,22
0,1,0,0,0,1996,0,11,40
1,1,0,0,1,1993,0,10,11
0,1,0,0,1,1991,0,11,31
1,1,0,0,0,1992,0,11,20
1,1,0,1,0,1990,0,11,31
1,0,0,0,0,1992,0,5,8
1,1,0,0,1,1996,0,11,33
1,1,0,0,1,1990,0,11,12
0,0,1,0,0,1990,0,4,12
0,1,0,0,0,1991,0,11,11
1,1,0,1,0,1994,0,11,24
0,0,0,1,0,1991,0,3,2
0,1,1,1,0,1992,0,11,13
0,1,0,0,0,1992,0,11,15
0,1,0,1,0,1991,0,11,6
0,1,1,1,0,1993,0,10,54
1,0,0,0,1,1994,0,11,15
0,1,0,0,1,1994,0,11,2
1,0,1,0,0,1992,0,4,6
1,1,0,0,1,1992,0,11,18
0,0,1,1,0,1992,0,3,1
0,0,1,1,0,1993,0,11,25
1,0,0,1,0,1993,0,11,13
1,0,1,0,1,1990,0,9,31
0,1,0,1,0,1992,0,11,27
0,0,0,0,0,1992,0,4,25
1,1,0,1,0,1991,0,11,17
1,1,0,1,0,1992,0,8,21
0,0,0,0,0,1992,2,3,2
1,1,1,1,0,1991,0,11,18
1,1,1,0,0,1990,3,11,11
1,1,0,0,1,1992,2,13,10
0,0,1,0,0,1995,1,4,11
0,0,1,1,0,1993,1,4,14
0,0,1,1,0,1993,2,4,8
0,0,1,0,0,1992,2,2,5
1,1,0,0,1,1994,2,13,29
0,0,1,0,1,1990,1,9,3
0,0,0,0,0,1994,1,2,3
0,0,1,1,0,1992,0,3,9
0,0,0,0,1,1995,2,5,5
1,1,0,0,0,1992,2,13,1
0,1,1,0,0,1992,2,9,19
0,0,0,0,1,1992,1,13,5
0,0,1,0,0,1993,1,2,16
0,0,0,0,1,1990,3,10,16
0,0,1,0,0,1995,1,3,23
0,1,1,0,1,1990,1,13,11
0,0,1,0,0,1993,2,3,7
0,0,1,0,0,1993,1,3,14
0,0,1,0,0,1992,1,3,7
0,1,0,0,0,1994,3,13,14
0,1,1,0,0,1991,0,4,1
1,0,0,1,0,1995,2,11,10
0,1,1,0,1,1995,0,13,35
0,1,0,1,0,1992,1,13,21
1,0,1,0,0,1993,5,2,18
0,0,1,1,0,1993,4,3,3
0,1,1,1,0,1993,5,13,6
0,0,1,0,1,1992,0,11,4
1,0,0,0,0,1994,4,13,10
0,0,1,0,1,1992,0,9,8
1,1,1,0,0,1991,2,10,11
0,0,1,0,1,1993,6,3,6
0,0,1,0,0,1992,1,3,4
0,0,1,0,1,1991,0,7,4
0,0,1,1,0,1993,0,12,10
1,0,0,0,0,1991,3,3,10
0,0,1,0,1,1993,0,8,10
0,1,0,0,0,1995,3,13,79
0,0,1,1,0,1991,0,4,4
1,0,1,0,0,1990,2,3,18
1,1,0,1,0,1991,4,13,36
0,0,1,0,1,1991,1,7,23
0,0,1,1,0,1992,1,4,12
1,1,1,0,1,1991,1,13,7
0,0,1,0,0,1992,0,2,13
0,0,1,1,0,1992,2,13,10
0,0,1,0,0,1991,0,5,10
1,1,0,0,1,1994,1,13,10
0,0,1,0,0,1992,0,3,6
1,0,0,0,1,1993,1,8,2
0,1,0,0,0,1992,0,8,7
0,0,0,0,0,1995,3,3,21
0,0,1,0,0,1993,1,3,15
0,1,1,0,1,1990,1,13,7
0,0,1,1,0,1992,6,3,6
0,0,1,1,0,1990,2,6,7
0,1,1,0,0,1991,5,6,9
0,1,0,1,0,1996,1,13,32
0,0,0,0,1,1993,1,9,7
1,1,0,0,1,1991,0,6,12
0,0,1,1,0,1993,0,4,22
0,0,1,0,0,1992,0,3,10
1,0,0,0,0,1994,2,3,15
1,1,1,0,1,1991,1,13,19
0,0,0,0,1,1993,1,4,3
1,0,1,0,0,1993,0,3,33
0,0,1,1,0,1993,1,4,9
1,1,1,1,0,1991,0,2,12
1,1,0,1,0,1990,0,11,10
0,1,1,1,0,1993,3,10,13
0,0,1,0,0,1993,3,3,8
1,0,1,0,0,1993,1,4,11
0,0,1,1,0,1992,0,3,4
0,1,0,0,1,1992,0,8,7
1,0,0,1,0,1993,4,6,60
1,0,1,0,0,1992,4,2,9
0,0,0,0,1,1993,3,11,13
0,1,1,0,0,1992,0,13,7
0,0,1,0,0,1993,0,2,10
0,0,1,0,0,1993,0,5,7
1,0,1,1,0,1993,2,3,10
0,1,0,0,0,1993,1,5,18
0,0,1,1,0,1993,0,4,10
1,1,0,0,1,1993,6,11,20
0,0,1,0,1,1992,0,13,14
1,0,1,0,1,1993,0,6,14
0,0,1,1,0,1992,0,4,5
0,0,1,0,0,1992,5,2,7
0,0,1,1,0,1993,4,4,26
1,0,1,0,1,1992,2,7,6
0,0,0,0,1,1993,0,9,1
0,0,1,0,1,1993,0,4,6
1,0,1,0,1,1991,2,12,4
0,0,0,0,0,1994,2,4,21
0,0,1,0,0,1993,4,8,14
1,0,1,0,0,1993,4,3,18
0,1,1,1,0,1992,0,5,23
0,0,0,0,1,1992,2,6,11
0,1,0,0,1,1993,0,8,7
0,0,1,0,0,1993,5,3,13
0,1,0,0,0,1993,3,3,4
1,0,1,0,0,1994,5,3,9
1,0,1,1,0,1992,0,4,10
0,1,0,0,0,1992,3,13,22
0,0,1,0,1,1990,0,3,7
0,0,1,0,1,1992,2,11,7
0,1,0,1,0,1994,11,13,36
0,1,1,1,0,1991,0,13,20
1,1,0,0,0,1992,3,13,8
0,1,0,0,1,1990,0,13,8
0,0,1,1,0,1995,0,5,10
0,1,1,0,0,1992,2,13,10
0,0,1,0,1,1993,0,4,10
0,0,1,0,0,1990,0,3,2
0,0,1,1,0,1994,0,4,4
0,0,1,1,0,1993,1,3,43
0,0,1,0,0,1993,6,4,6
1,1,1,0,0,1993,11,13,42
0,0,1,0,0,1993,0,3,10
0,1,1,0,1,1992,0,13,14
1,0,1,0,1,1991,3,8,11
0,0,1,0,0,1995,3,3,8
0,0,1,0,0,1992,0,4,2
0,0,0,0,1,1991,1,4,6
0,1,0,0,0,1994,0,13,15
0,0,1,0,0,1994,0,4,8
0,1,0,0,0,1992,3,12,9
0,0,1,0,0,1992,1,3,7
1,0,1,0,1,1993,2,5,32
1,0,1,0,1,1994,2,4,11
0,0,1,0,0,1994,0,4,2
1,0,1,0,0,1993,2,3,2
0,1,0,0,1,1991,1,11,20
0,1,0,1,0,1993,1,12,10
0,0,0,0,1,1994,0,4,2
1,1,0,0,1,1992,7,13,24
1,0,1,0,1,1991,2,11,2
1,1,0,0,1,1991,2,12,10
0,0,1,1,0,1994,3,3,39
0,1,1,0,0,1992,3,13,4
0,1,0,0,0,1993,4,6,5
0,0,1,1,0,1993,0,4,10
0,0,1,0,1,1991,0,7,8
0,0,1,1,0,1993,1,4,9
0,1,1,0,0,1993,0,13,4
1,1,0,0,0,1994,6,12,19
0,0,1,0,0,1993,0,4,4
0,1,1,0,1,1992,0,7,12
1,1,1,0,1,1992,1,13,9
0,0,1,0,0,1992,4,3,9
0,1,0,0,1,1992,3,13,16
0,1,1,1,0,1992,1,10,13
0,0,1,0,1,1993,0,4,13
1,1,0,1,0,1993,2,10,23
1,1,0,0,1,1992,1,13,5
0,0,1,0,0,1992,0,5,8
0,0,1,0,1,1992,1,10,3
1,1,0,1,0,1992,1,10,10
1,0,1,0,0,1992,3,7,5
1,0,1,0,0,1992,1,7,11
1,1,0,1,0,1993,0,2,5
1,1,1,0,1,1993,0,13,14
1,1,1,1,0,1991,3,13,15
0,1,1,0,0,1993,2,13,4
0,0,1,0,0,1994,2,4,15
0,1,0,0,0,1992,0,6,22
0,0,1,0,0,1992,1,5,1
0,0,1,0,0,1992,2,3,4
0,0,1,0,0,1993,1,3,6
0,0,0,0,1,1991,1,9,4
0,0,0,0,0,1993,0,3,3
0,0,1,0,1,1991,0,6,8
1,1,0,0,1,1991,4,13,9
0,0,1,1,0,1994,0,3,15
0,0,1,0,0,1996,1,3,24
0,0,1,0,0,1992,0,4,11
0,0,0,0,1,1992,0,7,11
0,0,1,0,0,1993,1,5,11
0,0,1,0,1,1992,0,10,13
1,1,0,1,0,1993,4,13,18
0,1,1,0,0,1991,0,13,4
1,1,0,0,1,1991,0,13,17
0,0,1,1,0,1991,2,2,7
0,0,1,0,0,1993,0,3,5
0,0,1,0,0,1992,3,3,5
1,1,1,0,1,1993,14,8,7
0,0,0,0,1,1994,1,5,4
1,1,0,0,1,1993,1,13,6
0,1,1,0,0,1994,1,13,39
0,0,0,0,0,1993,1,3,6
0,0,1,0,0,1993,6,3,20
0,0,1,0,0,1993,3,3,8
1,1,1,0,0,1993,3,13,16
1,1,0,0,0,1992,3,13,31
1,1,0,1,0,1993,1,11,21
1,1,0,1,0,1991,6,11,23
0,0,1,0,0,1991,2,4,23
0,0,0,1,0,1993,1,9,21
0,0,1,0,0,1991,3,5,8
0,0,0,1,0,1992,1,6,4
0,0,1,0,0,1991,0,8,7
0,0,1,0,0,1991,1,5,6
0,0,1,0,0,1993,1,5,7
1,1,0,0,0,1995,4,13,41
1,0,1,0,0,1991,1,5,3
0,0,0,0,1,1991,0,6,4
0,0,0,0,0,1994,3,6,26
1,1,0,0,1,1991,0,13,9
0,1,1,0,1,1992,1,12,12
0,1,1,1,0,1992,4,13,5
0,0,1,0,0,1992,0,4,3
0,1,0,0,0,1993,2,3,19
0,1,0,1,0,1991,2,10,34
0,0,1,0,0,1995,0,4,17
1,0,1,1,0,1993,1,13,9
0,0,1,0,1,1993,3,3,8
0,0,1,0,0,1994,1,2,9
0,0,1,1,0,1993,0,4,3
1,1,0,1,0,1991,1,13,12
0,0,1,1,0,1991,0,5,12
1,1,1,0,0,1991,4,13,10
0,1,1,0,0,1990,6,11,14
1,0,0,1,0,1993,1,7,8
0,0,1,0,0,1994,3,5,13
1,1,1,1,0,1991,4,12,7
1,0,1,1,0,1993,5,13,34
1,1,0,1,0,1996,3,13,27
1,0,1,1,0,1993,4,5,12
0,1,0,0,0,1992,3,9,12
0,1,1,1,0,1991,0,13,8
1,0,1,1,0,1992,0,4,2
0,1,0,1,0,1996,4,13,52
1,1,1,0,0,1992,0,7,11
1,1,0,0,1,1992,2,7,21
0,0,1,0,0,1992,0,3,12
1,0,1,1,0,1994,4,5,14
1,0,0,0,0,1996,12,3,102
0,1,1,1,0,1992,0,13,15
1,0,1,0,0,1993,1,3,5
0,0,1,0,0,1993,1,3,19
1,0,1,1,0,1992,8,11,15
0,0,1,0,1,1992,2,6,5
0,1,1,0,1,1993,0,6,2
1,0,1,1,0,1996,2,2,26
0,0,0,0,0,1994,0,5,9
1,1,1,1,0,1993,1,13,14
0,0,1,0,0,1992,5,6,2
1,1,1,1,0,1993,4,13,18
0,0,1,0,0,1993,1,13,31
0,0,1,1,0,1993,0,4,19
1,0,1,0,0,1992,2,3,20
0,1,0,0,0,1993,2,8,10
0,0,0,0,0,1994,0,2,5
0,1,0,1,0,1992,0,11,10
0,1,1,0,1,1990,3,13,9
0,1,1,0,0,1992,1,13,28
0,1,0,0,1,1991,0,4,11
1,0,0,0,0,1994,0,3,17
1,1,1,0,0,1992,1,13,24
0,1,0,0,0,1993,0,4,8
0,0,0,1,0,1992,3,13,14
0,0,0,0,0,1993,4,4,12
0,0,1,0,1,1992,0,11,10
0,0,1,1,0,1995,3,3,14
0,0,1,1,0,1993,3,3,7
0,0,1,1,0,1995,4,12,11
0,1,1,0,0,1991,1,13,21
0,0,0,0,0,1993,0,1,11
0,1,1,0,0,1992,0,12,6
0,1,0,0,0,1992,1,6,5
1,1,0,0,1,1991,1,13,11
1,1,1,0,0,1992,1,12,6
0,1,1,0,0,1992,0,13,12
1,0,0,1,0,1994,9,13,18
0,0,0,1,0,1993,1,8,23
0,0,1,1,0,1995,3,12,14
0,0,0,0,0,1994,1,6,24
0,0,1,1,0,1993,2,4,20
1,1,1,1,0,1993,6,13,28
0,1,1,1,0,1992,1,10,8
0,1,0,1,0,1993,1,8,32
1,1,0,1,0,1995,6,13,15
1,1,1,1,0,1993,1,8,10
0,0,1,1,0,1991,1,5,6
0,0,1,0,0,1993,0,6,21
0,0,0,1,0,1992,1,6,4
0,1,1,1,0,1991,0,13,9
0,1,0,0,0,1992,0,6,8
0,0,1,0,0,1995,2,13,8
1,1,0,1,0,1994,2,13,34
1,1,0,0,0,1992,1,7,6
0,1,0,0,1,1996,3,13,28
0,0,1,0,0,1994,0,2,18
0,1,1,0,0,1993,0,13,1
0,0,1,0,0,1994,0,8,8
0,0,1,0,0,1993,0,4,15
1,1,0,0,0,1992,1,13,15
0,1,0,1,0,1993,2,13,19
0,0,1,0,0,1994,0,3,6
1,0,0,0,0,1992,1,4,9
0,0,1,1,0,1993,3,4,24
0,1,0,1,0,1995,1,13,13
0,0,1,0,0,1994,2,3,16
0,0,1,0,1,1991,1,2,6
0,1,1,0,0,1991,7,12,15
1,0,1,1,0,1993,0,11,45
0,1,1,0,0,1992,1,13,10
1,1,0,0,0,1993,1,13,17
1,1,0,1,0,1993,40,12,40
1,1,1,0,0,1995,6,13,18
0,0,0,1,0,1993,6,6,14
0,1,0,1,0,1993,1,12,13
0,0,1,0,0,1993,2,4,22
1,1,0,0,0,1994,9,13,24
0,1,1,1,0,1993,0,13,13
0,1,1,1,0,1993,0,13,13
0,0,1,0,0,1994,0,7,18
1,1,1,1,0,1993,2,9,10
1,1,1,1,0,1992,1,13,14
1,1,0,1,0,1994,5,13,38
1,0,1,1,0,1993,2,4,6
0,1,1,0,0,1992,0,13,10
1,1,1,0,1,1992,2,13,11
0,0,1,0,0,1994,3,5,24
1,0,0,0,0,1991,9,13,15
1,1,0,0,0,1991,0,13,8
0,0,1,0,0,1993,0,3,13
1,0,0,0,0,1993,14,3,26
1,1,0,1,0,1994,2,13,29
1,1,0,0,0,1995,3,13,52
1,0,0,0,0,1992,1,3,6
1,0,0,1,0,1991,0,13,4
0,0,1,0,0,1992,4,13,8
1,0,0,0,0,1993,0,3,11
0,0,1,0,0,1993,0,3,11
1,1,0,0,0,1994,0,13,31
0,0,0,0,0,1993,0,10,29
1,0,1,0,0,1991,2,10,15
0,0,1,0,0,1991,0,5,5
0,0,1,0,0,1995,7,4,50
1,1,1,0,0,1990,0,11,10
1,1,0,0,0,1990,0,11,17
0,1,0,0,0,1992,6,13,29
0,0,1,0,0,1992,2,4,11
1,1,1,0,0,1992,1,13,11
0,0,1,0,0,1991,1,3,8
0,0,1,0,0,1995,5,13,18
0,0,1,0,0,1993,1,4,12
0,0,1,0,0,1993,0,4,19
0,0,1,0,0,1991,0,4,10
0,0,0,0,0,1990,1,6,10
0,0,1,0,0,1992,0,6,14
0,0,1,0,0,1991,2,3,12
0,0,1,0,0,1992,2,3,9
1,0,1,0,0,1993,1,6,6
1,0,0,0,0,1993,1,4,22
1,0,1,0,0,1991,3,11,6
0,0,1,0,0,1991,2,4,11
1,1,0,0,0,1993,1,13,6
1,1,0,0,0,1993,2,13,10
1,1,1,0,0,1991,0,13,16
0,0,0,0,0,1992,2,11,10
0,0,1,1,0,1996,1,4,5
0,0,0,0,1,1990,2,5,7
0,0,0,0,1,1993,0,8,2
0,1,1,0,1,1991,9,13,7
0,1,0,0,0,1991,0,12,7
0,0,0,0,0,1992,4,4,7
1,1,0,0,0,1994,15,13,29
0,1,0,1,0,1994,1,13,11
1,1,1,0,0,1992,5,13,11
0,1,1,0,0,1990,0,9,4
0,1,0,1,0,1993,1,13,30
1,1,1,1,0,1995,4,13,9
0,1,0,0,0,1993,0,5,6
0,1,0,0,0,1991,0,11,5
0,0,1,0,0,1993,1,13,31
0,0,0,0,0,1991,0,9,9
0,0,1,1,0,1991,0,5,22
0,1,1,1,0,1992,0,11,14
0,1,0,1,0,1992,0,11,6
0,1,0,0,0,1993,0,11,12
0,0,1,1,0,1994,0,4,40
1,1,0,1,0,1992,0,11,50
1,1,1,0,1,1991,0,11,10
1,0,1,1,0,1991,0,7,11
1,1,1,0,0,1992,1,8,10
0,0,0,1,0,1992,0,3,1
1,1,0,0,1,1991,0,11,10
0,0,1,0,1,1990,0,6,4
0,1,1,0,0,1991,0,8,13
1,0,1,0,1,1990,0,11,14
0,0,1,0,1,1992,0,4,8
0,0,1,1,0,1996,0,11,62
1,1,0,1,0,1993,0,11,10
1,1,1,1,0,1991,0,11,14
1,1,1,1,0,1992,0,11,20
0,0,1,1,0,1993,0,4,10
1,1,0,1,0,1994,0,11,12
1,1,1,1,0,1992,0,11,21
1,1,0,1,0,1994,0,11,17
1,1,0,0,0,1995,0,11,17
1,1,0,0,0,1993,0,11,23
0,0,1,0,0,1996,3,4,11
1,1,1,1,0,1994,0,11,26
1,1,0,1,0,1994,0,11,22
1,1,0,1,0,1992,0,8,20
0,0,1,0,0,1993,0,3,9
1,1,1,1,0,1993,0,10,35
1,1,1,0,1,1992,0,11,12
0,1,0,0,0,1991,0,11,10
1,1,0,1,0,1994,0,11,10
1,1,1,1,0,1991,0,11,18
0,1,1,1,0,1993,0,11,9
1,1,1,1,0,1991,0,11,20
0,1,0,1,0,1992,0,11,7
0,1,0,0,1,1991,0,11,7
0,1,0,0,0,1993,0,10,24
1,1,0,1,0,1994,0,11,10
0,0,0,1,0,1991,0,11,43
1,1,0,1,0,1993,0,11,17
1,0,1,1,0,1992,0,4,4
0,0,1,1,0,1992,0,3,15
1,1,1,1,0,1994,0,11,10
1,1,0,1,0,1994,0,11,14
1,1,0,1,0,1993,0,11,36
0,1,0,1,0,1995,0,11,22
1,1,1,1,0,1993,0,11,11
1,1,0,1,0,1993,0,11,51
0,0,1,1,0,1993,0,3,65
0,0,1,1,0,1992,0,5,18
0,1,0,1,0,1992,0,11,16
0,0,0,1,0,1996,0,11,41
1,1,0,1,0,1993,0,11,37
1,1,0,0,1,1994,0,11,12
0,1,0,0,1,1992,0,6,10
0,0,0,0,1,1993,0,9,16
1,1,0,1,0,1993,0,11,18
1,0,1,0,1,1994,0,5,3
0,0,0,0,1,1992,0,3,2
0,1,1,0,1,1992,0,11,10
1,1,0,0,0,1992,3,8,12
0,1,0,1,0,1993,0,11,10
1,1,0,0,0,1992,0,11,15
0,0,0,1,0,1997,0,5,46
1,1,0,1,0,1993,0,11,16
1,0,1,1,0,1995,0,11,31
